"label","secondary_label","percent"
"[10,11)","[45,60)",0.02644317207424003541
"[10,11)","[60,75)",0.02890659802999554522
"[10,11)","[75,90)",0.02837873678626908650
"[10,11)","[90,120)",0.02911107063163167722
"[10,11)","[120,150)",0.02609802673456397199
"[10,11)","[150,180)",0.02345608619570987594
"[10,11)","[180,240)",0.02214663529975875451
"[10,11)","[240,300)",0.01907643393759134381
"[10,11)","[300,360)",0.01487072862050262159
"[10,11)","[360,)",0.01380051590713671539
"[11,16)","[0,5)",0.02113531688847447091
"[11,16)","[5,10)",0.02455511764003344082
"[11,16)","[10,15)",0.02949185509360564065
"[11,16)","[15,20)",0.03682470819130255139
"[11,16)","[20,25)",0.04289802510412829740
"[11,16)","[25,30)",0.04817423939459193404
"[11,16)","[30,45)",0.06035067106511817073
"[11,16)","[45,60)",0.07685392636848947529
"[11,16)","[60,75)",0.09147156362916398555
"[11,16)","[75,90)",0.10586140264464062441
"[11,16)","[90,120)",0.11288082335261168541
"[11,16)","[120,150)",0.11087872450062138159
"[11,16)","[150,180)",0.10499203712078016555
"[11,16)","[180,240)",0.09270719391042450215
"[11,16)","[240,300)",0.08192097638522089177
"[11,16)","[300,360)",0.07580003615982643283
"[11,16)","[360,)",0.06066208082545141874
"[16,21)","[0,5)",0.01234777203243762538
"[16,21)","[5,10)",0.01347187388032963096
"[16,21)","[10,15)",0.01539022611232676878
"[16,21)","[15,20)",0.01882553455221568020
"[16,21)","[20,25)",0.02085399370980081036
"[16,21)","[25,30)",0.02190297474390131356
"[16,21)","[30,45)",0.02823218401193004655
"[16,21)","[45,60)",0.04006583132796725030
"[16,21)","[60,75)",0.05155999934003200845
"[16,21)","[75,90)",0.06094418974728147615
"[16,21)","[90,120)",0.07531080650302837106
"[16,21)","[120,150)",0.08619017307750598648
"[16,21)","[150,180)",0.08371836967421010204
"[16,21)","[180,240)",0.08208340201087852316
"[16,21)","[240,300)",0.07876721109715135509
"[16,21)","[300,360)",0.07222925329958416200
"[16,21)","[360,)",0.06457437661220980224
"[21,26)","[0,5)",0.00627278121556327880
"[21,26)","[5,10)",0.00664039173533978263
"[21,26)","[10,15)",0.00775589593970337953
"[21,26)","[15,20)",0.00921908893709327549
"[21,26)","[20,25)",0.00997364916555690930
"[21,26)","[25,30)",0.01193589073122712031
"[21,26)","[30,45)",0.01528537213611098558
"[21,26)","[45,60)",0.02151965258761375266
"[21,26)","[60,75)",0.02806513884076622284
"[21,26)","[75,90)",0.03512294926685105899
"[21,26)","[90,120)",0.04773669110615237488
"[21,26)","[120,150)",0.05503015974053529751
"[21,26)","[150,180)",0.06330980515522699121
"[21,26)","[180,240)",0.06366783043888697424
"[21,26)","[240,300)",0.06407528012102253788
"[21,26)","[300,360)",0.06043210992587235581
"[21,26)","[360,)",0.06775580395528804815
"[26,31)","[0,5)",0.00370150603260716001
"[26,31)","[5,10)",0.00418010271109518691
"[26,31)","[10,15)",0.00471675176270362266
"[26,31)","[15,20)",0.00506146059291395517
"[26,31)","[20,25)",0.00648853880372878474
"[26,31)","[25,30)",0.00738302519457347648
"[26,31)","[30,45)",0.00847304442134755298
"[26,31)","[45,60)",0.01215666749647332172
"[26,31)","[60,75)",0.01557524460063686911
"[26,31)","[75,90)",0.01934224983897245482
"[26,31)","[90,120)",0.02838244000182157657
"[26,31)","[120,150)",0.03529750538025522112
"[26,31)","[150,180)",0.04272428776469200370
"[26,31)","[180,240)",0.04923805385318488994
"[26,31)","[240,300)",0.04953719135406784441
"[26,31)","[300,360)",0.04836376785391430121
"[26,31)","[360,)",0.04217540842648323302
"[31,46)","[0,5)",0.00548161962080754994
"[31,46)","[5,10)",0.00609100680759584378
"[31,46)","[10,15)",0.00809628008752735230
"[31,46)","[15,20)",0.00857349447371139345
"[31,46)","[20,25)",0.00952030147621341342
"[31,46)","[25,30)",0.01045928569231242502
"[31,46)","[30,45)",0.01344389714853811740
"[31,46)","[45,60)",0.01796531408181893619
"[31,46)","[60,75)",0.02415482849081819532
"[31,46)","[75,90)",0.02955329064524684575
"[31,46)","[90,120)",0.04128147912017851450
"[31,46)","[120,150)",0.05812191203661604680
"[31,46)","[150,180)",0.07125302294488901123
"[31,46)","[180,240)",0.09314173546908012047
"[31,46)","[240,300)",0.10681777390323325043
"[31,46)","[300,360)",0.11286385825348038329
"[31,46)","[360,)",0.11362854686156491831
"[46,61)","[0,5)",0.00178011358820038993
"[46,61)","[5,10)",0.00214976710856323898
"[46,61)","[10,15)",0.00245562849501580355
"[46,61)","[15,20)",0.00265984918913335399
"[46,61)","[20,25)",0.00277675459722891225
"[46,61)","[25,30)",0.00396837604208324361
"[46,61)","[30,45)",0.00493696054950517421
"[46,61)","[45,60)",0.00623738002378779078
"[46,61)","[60,75)",0.00927255028131135640
"[46,61)","[75,90)",0.01250331527298905013
"[46,61)","[90,120)",0.01601848900223143130
"[46,61)","[120,150)",0.02323360916613621897
"[46,61)","[150,180)",0.03132065826468217298
"[46,61)","[180,240)",0.04427828640783972909
"[46,61)","[240,300)",0.05448578241583549140
"[46,61)","[300,360)",0.05591213162176821551
"[46,61)","[360,)",0.07209802235597592433
"[61,76)","[0,5)",0.00045209233986041649
"[61,76)","[5,10)",0.00071658903618774633
"[61,76)","[10,15)",0.00082664721614393387
"[61,76)","[15,20)",0.00092965602726991013
"[61,76)","[20,25)",0.00158671691270223557
"[61,76)","[25,30)",0.00126126680407296890
"[61,76)","[30,45)",0.00178498802476388450
"[61,76)","[45,60)",0.00247558985423063093
"[61,76)","[60,75)",0.00382781435100397631
"[61,76)","[75,90)",0.00388360550145872012
"[61,76)","[90,120)",0.00670567876497108247
"[61,76)","[120,150)",0.00977539328907883968
"[61,76)","[150,180)",0.01362537110949450463
"[61,76)","[180,240)",0.02219158787479209434
"[61,76)","[240,300)",0.02635829850516653419
"[61,76)","[300,360)",0.02693907069246067619
"[61,76)","[360,)",0.04625967325881341359
"[76,91)","[0,5)",0.00022604616993020825
